,Unnamed: 0,Solar_Power,timestamp,station_id,rh,eto,etr,rso,ea_avg,precip,rh_max,rh_min,rh_tmn,rh_tmx,td_avg,td_max,td_min,td_tmn,td_tmx,co2_avg,ppf_avg,solarmj,wet_pct,airt_avg,airt_max,airt_min,airt_tmn,airt_tmx,lwdn_avg,lwup_avg,pressure,swdn_avg,swup_avg,windd_sd,windd_avg,winds_avg,winds_max,winds_tmx,netrad_avg,fan_rmp_avg,visibilitymiles,batt_volt_min,surfacet1_avg,surfacet2_avg,visibilitymiles_avg,pressurekpasealevel
4525,4525,28058.0,2020-11-17 09:00:09,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4526,4526,37112.0,2020-11-17 10:00:11,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4527,4527,36684.0,2020-11-17 11:00:09,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4528,4528,39373.0,2020-11-17 12:00:24,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4529,4529,31503.0,2020-11-17 13:00:19,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4530,4530,26674.0,2020-11-17 14:00:16,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4531,4531,11702.0,2020-11-17 15:00:01,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4532,4532,5439.0,2020-11-17 16:00:29,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4533,4533,2899.0,2020-11-18 07:59:21,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4534,4534,3580.0,2020-11-18 08:00:29,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4535,4535,4234.0,2020-11-18 09:00:22,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4536,4536,4386.0,2020-11-18 10:00:21,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4537,4537,5333.0,2020-11-18 11:00:17,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4538,4538,7724.0,2020-11-18 12:00:19,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4539,4539,9330.0,2020-11-18 13:00:19,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4540,4540,8250.0,2020-11-18 14:00:21,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4541,4541,4486.0,2020-11-18 15:00:12,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4542,4542,3266.0,2020-11-18 16:00:08,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4543,4543,3511.0,2020-11-19 07:37:30,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4544,4544,6546.0,2020-11-19 08:00:18,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4545,4545,27339.0,2020-11-19 09:00:09,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4546,4546,31634.0,2020-11-19 10:00:33,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4547,4547,22379.0,2020-11-19 11:00:31,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4548,4548,31591.0,2020-11-19 12:00:24,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4549,4549,28008.0,2020-11-19 13:00:29,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4550,4550,14631.0,2020-11-19 14:00:19,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4551,4551,10467.0,2020-11-19 15:00:17,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4552,4552,7434.0,2020-11-19 16:00:14,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4553,4553,3713.0,2020-11-19 17:00:13,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4554,4554,3401.0,2020-11-20 07:33:44,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4555,4555,12722.0,2020-11-20 08:00:30,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4556,4556,27249.0,2020-11-20 09:00:30,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4557,4557,36975.0,2020-11-20 10:00:25,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4558,4558,42074.0,2020-11-20 11:00:14,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4559,4559,43144.0,2020-11-20 12:00:05,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4560,4560,39863.0,2020-11-20 13:00:30,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4561,4561,33265.0,2020-11-20 14:00:20,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4562,4562,22433.0,2020-11-20 15:00:09,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4563,4563,7835.0,2020-11-20 16:00:07,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4564,4564,3590.0,2020-11-21 07:42:38,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4565,4565,12062.0,2020-11-21 08:00:32,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4566,4566,25600.0,2020-11-21 09:00:17,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4567,4567,36371.0,2020-11-21 10:00:28,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4568,4568,41730.0,2020-11-21 11:00:32,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4569,4569,43339.0,2020-11-21 12:00:03,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4570,4570,39960.0,2020-11-21 13:00:08,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4571,4571,33347.0,2020-11-21 14:00:11,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4572,4572,22320.0,2020-11-21 15:00:14,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4573,4573,8438.0,2020-11-21 16:00:18,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
4574,4574,3150.0,2020-11-21 17:00:17,1279257,31,0.001,0.001,0.0,0.73,0.0,35,27,12AUG2020:23:00:21,12AUG2020:23:20:51,36.3,40.1,35.1,12AUG2020:23:57:54,12AUG2020:23:20:44,448.2,-3.5980000000000003,0.0,0,69.6,71.4,68.4,12AUG2020:23:20:22,12AUG2020:23:00:12,396.9,345.1,85.7,0.7140000000000001,0.0,67.0,88.0,3.1319999999999997,10.960999999999999,12AUG2020:23:56:38,-52.51,4346,17.585,12.36,58.8,59.0,17.274,101.2
