Solar_Power,rso,precip,rh_max,td_avg,airt_max,windd_avg,winds_max
3660,0.034,0,49,26.8,47.1,307,4.698
7382,0.446,0,56,28.8,47.7,55,6.935
22863,0.9990001,0,56,31.8,47.8,339,9.395
19961,1.432,0,53,30.4,51.8,350,12.527
20349,1.701,0,43,29.1,52.9,4,13.422
28655,1.77,0,38,26.4,53.8,344,12.527
29124,1.631,0,37,25.7,53.4,346,13.645
21642,1.292,0,36,26.2,53.2,332,13.645
8388,0.795,0,40,27.1,52.2,326,10.29
3986,0.229,0,43,26.8,51.4,321,8.277
3406,0,0,67,21,33.8,45,6.935
13463,0.031,0,76,21.7,33.1,148,6.711
23200,0.436,0,71,21.6,34.7,65,8.724
32857,0.9950001,0,65,23.7,37.4,41,6.487
38594,1.435,0,62,24.6,40.1,357,5.592
39765,1.701,0,54,23.9,46.8,24,6.04
30479,1.769,0,44,25,48.9,324,6.487
20644,1.623,0,39,24.8,50.9,9,6.935
11773,1.283,0,38,25.2,51.1,311,5.816
4724,0.785,0,38,25,51.3,334,5.592
3558,0,0,58,24.8,41.9,187,4.026
4251,0.029,0,54,24.1,41.9,113,4.474
10619,0.422,0,55,25.9,43.5,23,4.25
15719,0.974,0,59,28.8,44.8,332,4.474
24535,1.41,0,55,25.7,48.7,22,6.487
32198,1.684,0,44,26.4,50.4,321,4.921
34325,1.749,0,41,26.8,53.8,332,5.592
19772,1.606,0,35,26.6,55.2,335,6.711
12555,1.268,0,33,25.9,55.6,353,5.592
6896,0.775,0,36,26.8,55.2,0,6.711
3893,0,0,66,28.6,45.1,48,16.106
9111,0.026,0,70,28.2,43.9,44,14.764
12533,0.407,0,78,27.7,41.9,49,7.382
25129,0.957,0,72,28.6,43.9,193,6.487
34072,1.397,0,67,29.8,43.3,259,4.921
32654,1.66,0,61,31.1,49.1,327,6.04
31361,1.723,0,51,32,52.9,6,6.711
25340,1.58,0,45,31.3,57.7,8,7.382
11208,1.247,0,34,28.6,59.7,150,8.948
4929,0.763,0,31,27.1,59.5,159,5.145
3988,0,0,68,28.9,39.7,287,4.026
3868,0.024,0,68,29.1,39.7,228,3.132
7555,0.394,0,70,29.7,39.2,180,5.369
8433,0.9400001,0.004,78,30.7,39,185,4.026
7708,1.377,0.012,80,32.2,39.4,284,2.684
9212,1.64,0.004,80,32.5,39.7,259,3.579
8632,1.705,0.004,82,33.8,40.5,237,4.921
7987,1.562,0.004,82,34.2,40.6,295,6.04
6227,1.23,0,77,33.4,42.6,313,8.053
3595,0.7460001,0,72,31.1,45.3,62,22.593
3318,0,0,54,19.2,36,58,25.054
5602,0.021,0,53,19.2,36.1,108,25.501
9118,0.388,0,52,19.4,36.7,129,20.132
13455,0.941,0,50,19.6,37.2,64,27.962
15374,1.386,0,49,19.9,38.8,105,23.488
9797,1.655,0,48,20.1,39.7,107,17.896
11620,1.723,0,48,20.7,39.6,139,16.777
10036,1.582,0,48,21.7,40.8,148,14.093
7069,1.244,0,47,21.9,42.1,88,15.659
3623,0.752,0,51,22.6,42.4,53,12.079
3251,0,0,67,25.5,36.5,44,6.711
3831,0.019,0,74,26.2,35.4,311,5.145
4611,0.372,0,73,26.4,34.7,274,3.355
7071,0.918,0,74,27.1,35.4,356,5.369
8801,1.357,0,73,27.5,36.9,255,2.461
9756,1.625,0,69,27.9,37.8,261,3.803
9635,1.693,0,68,28.2,38.8,264,4.25
9589,1.554,0,68,29.3,40.6,222,4.921
7626,1.221,0,68,29.5,39.9,154,3.803
3802,0.735,0,66,29.3,40.8,75,6.04
3744,0,0,67,24.3,35.6,47,8.948
4205,0.017,0,82,25.5,35.4,335,6.263
8263,0.361,0,85,26.4,31.5,212,4.026
9603,0.905,0,84,26.4,34.2,166,4.026
16965,1.345,0,73,26.8,37.6,160,3.579
26634,1.614,0,66,27.9,40.6,59,4.921
18954,1.682,0,58,26.6,43.5,37,7.829
32554,1.549,0,55,26.1,44.1,345,8.724
20990,1.218,0,52,26.6,44.1,359,7.606
7867,0.733,0,53,26.2,43.7,342,6.711
2225,0.188,0,57,26.4,43,336,5.592
3972,0,0,70,20.3,29.8,41,11.408
10312,0.015,0,71,20.5,30.4,40,9.395
17160,0.352,0,74,22.3,30.9,67,6.04
18997,0.897,0,69,23.2,35.1,91,4.474
13454,1.339,0,70,25.9,36.3,316,5.369
17414,1.605,0,73,27.3,36.9,345,4.698
17919,1.671,0,72,28.9,39.7,323,4.921
12469,1.532,0,66,28.4,40.3,323,6.263
12122,1.205,0,62,28,41.4,329,5.592
5289,0.7220001,0,58,27.3,42.4,320,8.5
4445,0.184,0,66,28.4,41.5,5,6.263
3655,0.873,0,95,29.3,31.3,319,10.737
3434,1.314,0,93,29.1,31.5,346,10.737
3596,1.585,0,92,28.4,31.5,311,10.514
3484,1.658,0,92,28.4,30,333,8.948
2435,1.524,0,92,28,30.2,330,11.185
3335,1.198,0,91,27.1,31.3,337,9.395
3529,0.012,0,70,7.7,17.4,42,7.606
3314,0.335,0,68,7.3,17.2,42,8.724
3624,0.8890001,0,66,7.7,18.7,40,10.066
3848,1.339,0,64,10,21.9,105,6.935
3842,1.613,0.035,63,14.2,25.5,251,6.711
3846,1.681,0.024,65,16.3,27.7,277,6.487
3631,1.543,0.035,68,16.9,27,347,6.263
3483,1.21,0,70,17.4,28.2,297,6.263
3951,0.321,0,68,17.1,28.2,101,13.422
741,0.8660001,0,69,18.1,28,129,11.408
2471,1.31,0,74,19.8,28,153,12.974
7029,1.537,0.02,92,30.6,33.4,183,4.698
7936,1.612,0.02,92,30.9,33.6,354,6.04
3515,1.483,0.024,92,30.7,33.3,50,13.422
4261,0.8280001,0,74,19.4,27.3,49,4.026
3443,1.274,0,73,21,28.2,303,3.132
3489,1.549,0.004,73,21.4,29.8,303,4.474
3552,1.626,0.047,67,21.2,30.4,292,7.829
3459,1.501,0.028,67,20.1,31.5,320,5.592
3578,1.178,0.004,67,19.2,29.3,335,5.369
2223,0.6990001,0.004,70,19.4,28.2,331,4.474
3668,0.284,0,82,8.6,18,154,14.316
3220,0.8290001,0,82,10.9,19,43,10.961
3466,1.277,0,79,12.7,19,195,5.816
3493,1.555,0,76,12.2,18.5,296,6.263
2969,1.636,0,73,12.7,20.3,333,4.474
3085,1.507,0,72,13.8,21.6,305,4.921
3522,1.181,0,76,12.9,20.3,332,5.592
3750,0.271,0,86,19.2,24.3,223,3.132
3834,0.807,0,82,20.1,25.7,247,3.579
3412,1.252,0,78,20.3,27,321,5.816
3671,1.53,0,75,21.7,28.9,299,4.026
3407,1.608,0.004,78,21.6,29.3,307,4.921
2470,1.482,0,84,23.2,27.5,254,4.026
4473,0.259,0,94,29.7,31.8,259,6.711
3373,0.784,0,94,30,32.2,312,6.04
3577,1.223,0.012,91,30.9,34.7,271,4.921
3701,1.499,0.028,84,31.5,36.3,202,3.355
6196,1.579,0.024,82,30.7,36.1,324,6.935
9397,1.457,0.079,81,30.7,35.8,299,5.145
8550,1.144,0.059,81,30.9,36.7,282,4.921
3672,0.6760001,0.039,83,30,35.4,303,6.263
3677,0.003,0,95,21.7,23.2,209,3.355
5764,0.253,0,95,22.3,24.3,286,4.25
8656,0.7830001,0,95,23.4,24.6,301,4.026
8340,1.226,0,94,24.1,25.2,317,5.145
8811,1.505,0,93,25,25.9,320,5.592
10556,1.586,0,94,25.5,26.2,298,4.698
8338,1.463,0,94,26.2,26.6,309,4.921
6239,1.147,0,95,25.7,26.6,296,4.474
3475,0.678,0,95,25.5,26.2,311,4.026
1927,0.003,0,96,26.6,27.5,181,2.684
4049,0.243,0,96,27.7,28.4,311,3.579
3362,0.767,0,95,28.2,28.8,292,4.25
3629,1.209,0.004,94,29.3,30,246,3.355
3301,1.486,0,94,30.6,30.9,248,3.355
3891,1.566,0,94,31.8,34.3,27,4.698
2222,1.131,0,97,31.6,33.3,29,6.263
3383,0.234,0,98,31.8,32.4,217,3.132
3260,0.752,0,98,32.2,32.7,248,3.355
3730,1.191,0,97,33.3,35.1,217,3.355
5678,1.467,0,92,33.4,35.6,321,4.474
11184,1.552,0,88,33.6,37.6,326,5.592
13400,1.434,0.106,83,34,38.7,318,4.698
9087,1.125,0.055,86,33.3,37,312,4.921
5630,0.665,0.028,90,32.9,36,291,4.026
3733,0.002,0,97,24.4,25.9,324,7.606
10829,0.229,0,97,23.7,26.2,339,7.158
12039,0.753,0,97,26.1,27.5,345,7.829
19208,1.195,0,96,27.9,28.4,309,5.816
19879,1.473,0.008,96,28.4,29.3,328,6.711
12327,1.559,0.008,94,29.5,29.8,214,3.355
11109,1.44,0.02,95,31.1,31.6,319,6.487
8331,1.128,0.024,96,32.2,35.6,357,4.25
3706,0.664,0.012,87,29.8,36.3,63,6.935
3616,0.001,0.02,90,34.3,38.5,59,8.053
7827,0.218,0,95,34.7,36.9,182,2.908
8219,0.731,0,93,34.7,38.3,65,4.921
9239,1.169,0.055,94,34.9,38.5,357,5.145
8408,1.448,0.004,93,34.5,37.4,33,12.303
8350,1.535,0,90,34.9,37.9,300,5.816
11680,1.42,0.02,91,34.3,36.9,329,3.803
6699,1.117,0.004,90,34.2,38.5,78,8.724
3459,0.66,0,82,33.4,38.8,320,8.053
5901,0.001,0,91,31.1,33.8,285,2.684
8608,0.213,0,89,30.4,33.8,265,3.132
20566,0.728,0,85,28.9,34.7,272,4.698
23253,1.173,0,76,28.2,36.3,322,4.25
25605,1.458,0,73,28.9,37,311,4.921
15915,1.546,0,69,27.7,37.9,335,6.711
16330,1.434,0,69,27.5,37.4,317,5.145
11962,1.128,0,68,26.2,37.4,304,4.921
6541,0.669,0,61,25.2,37.9,273,7.829
5085,0.001,0,80,25.2,32.7,237,3.355
12144,0.208,0,77,24.8,33.1,232,2.461
26374,0.726,0,75,25.7,35.4,190,3.132
26472,1.171,0,69,26.2,37.8,293,5.145
27287,1.456,0,65,26.8,39.6,305,7.382
24250,1.547,0,64,27.5,39.4,326,6.487
25191,1.433,0,68,27.5,40.3,310,6.935
16485,1.128,0,69,27.5,37,346,5.816
6655,0.6670001,0,70,27.1,36.9,332,5.592
3197,0,0,80,16.5,26.6,64,14.764
8004,0,0,73,16.3,26.8,92,12.527
9603,0.203,0,71,16.5,28.9,63,13.869
14467,0.7270001,0,75,18.9,30.2,96,6.263
13587,1.452,0,64,13.6,26.2,303,6.711
10295,1.153,0,67,13.8,23.5,328,5.369
5036,0.696,0,66,14.2,24.8,320,4.921
5434,0,0,75,15.4,25.7,91,17.001
11258,0.159,0,76,15.1,26.2,121,13.645
16750,0.6760001,0,74,15.3,26.6,112,14.316
21696,1.136,0,75,15.1,24.6,239,4.698
27346,1.438,0,68,16,27.3,359,4.474
24714,1.544,0,60,17.2,30.9,303,5.369
18487,1.445,0,59,17.6,31.5,342,4.921
9182,1.15,0,62,17.8,31.6,293,4.25
4765,0.696,0,65,17.6,28.6,278,4.474
5393,0,0,86,13.6,26.1,210,11.408
11223,0.156,0,86,14.2,19.6,234,4.921
18964,0.673,0,84,14.7,21,249,5.592
21676,1.134,0,76,13.6,24.4,302,5.369
22703,1.439,0,65,15.3,26.2,263,6.04
18765,1.546,0,61,15.8,29.1,292,6.263
13414,1.449,0,62,16.2,29.1,321,6.263
8803,1.155,0,64,17.1,29.5,285,6.487
4152,0.701,0,69,16.3,25.9,268,5.592
4065,0,0,75,18.3,34.5,53,8.724
8308,0.152,0,76,18.1,35.4,216,6.935
11380,0.666,0,75,18.7,30,270,5.145
12980,1.125,0,67,19.6,32,324,4.921
13816,1.427,0,66,19.8,31.8,294,4.921
13521,1.537,0,66,20.3,31.6,225,7.829
11707,1.441,0,67,20.5,31.6,262,4.474
9076,1.152,0,64,21.4,34.7,301,5.145
4304,0.7,0,64,22.3,35.6,158,3.803
5128,0,0,48,17.4,38.3,45,16.553
9493,0.15,0,76,17.8,37.6,181,12.303
13718,0.663,0,74,18.7,36.5,187,5.816
23246,1.123,0.004,55,18.7,40.6,159,10.737
17409,1.428,0,57,21.7,40.5,330,5.816
13766,1.534,0,49,19.6,38.3,347,4.698
15440,1.446,0.004,61,21,39.7,336,8.948
8871,1.154,0,61,23.9,37.2,306,4.25
4882,0.703,0,65,23.7,35.6,208,4.026
5524,0,0,63,29.3,43.3,116,7.382
9420,0.146,0,66,30.2,42.4,4,6.04
13046,0.647,0,63,29.8,43.9,333,6.711
10652,1.102,0,66,30.6,43.3,86,5.816
13041,1.403,0,60,30,43.5,143,6.487
17222,1.516,0,73,30.9,44.1,329,8.948
16148,1.424,0,73,32,41.2,28,7.606
9333,1.139,0,68,31.1,44.1,32,4.698
4487,0.6990001,0,68,31.1,44.1,317,6.711
3095,0,0,96,29.5,30.6,283,3.132
3433,0.144,0,96,29.5,30.4,219,3.132
4592,0.646,0,96,30.2,30.9,291,3.355
6788,1.102,0.039,95,30,31.3,277,5.369
13049,1.406,0.008,92,28.9,31.5,287,7.829
22483,1.521,0,86,28,32,158,5.369
16758,1.435,0,80,27,33.3,274,7.829
8615,1.154,0,78,26.1,32.4,273,5.369
7207,0.711,0,78,25.9,32.5,267,2.908
3382,0,0,94,23.9,25.7,281,3.132
3915,0.142,0,94,24.6,26.8,328,4.026
7109,0.649,0,93,25.2,27.5,284,3.579
7776,1.109,0,90,25.5,28,293,3.579
10581,1.416,0,89,25.3,28.4,300,4.474
12754,1.532,0,90,25.9,28.8,324,4.474
11458,1.443,0,88,26.1,29.8,303,5.145
10369,1.16,0,88,25.5,29.3,331,5.592
4991,0.7180001,0,85,25.5,29.7,318,4.25
4029,0,0,74,14,22.8,84,7.382
7811,0.142,0,86,16.5,22.8,278,5.369
8942,0.655,0,86,19,23.2,333,6.711
10494,1.119,0,85,18.9,23.5,344,6.487
11310,1.43,0,83,18.1,23.4,327,5.592
11508,1.549,0,80,18,23.7,339,6.263
9049,1.462,0,81,18,23.7,339,6.487
10416,1.179,0,81,17.8,23.5,344,6.935
5681,0.7320001,0,83,17.6,23,299,6.935
3657,0,0,84,12.2,17.6,144,3.579
8430,0.14,0,82,11.1,16.9,92,5.592
12955,0.6580001,0,78,9.7,17.4,46,6.935
26876,1.132,0,72,12,21.2,136,4.698
33034,1.444,0,77,14.7,22.1,323,5.816
30046,1.56,0.004,74,15.1,23,312,6.263
20603,1.475,0,70,15.1,24.4,309,6.263
21220,1.191,0,71,14.9,24.4,329,6.487
8892,0.742,0,71,14.7,23.4,293,5.592
3316,0.216,0,73,14,22.8,275,6.711
4443,0,0,71,4.8,15.8,74,14.987
8086,0.14,0,66,5.5,16.7,65,9.395
8900,0.661,0,77,9,17.2,126,9.619
8037,1.133,0,75,11.1,19,38,9.171
7861,1.447,0,82,13.5,19.4,346,6.935
5179,1.566,0,83,14.5,19,314,4.474
4622,1.48,0,84,15.4,19,329,4.25
3336,1.196,0,84,15.8,19.8,334,4.698
3045,0,0,92,18.1,20.1,289,3.132
3461,0.138,0,85,3.6,9.7,269,5.592
3573,0.663,0,83,6.3,11.1,281,4.474
3909,1.139,0,82,7.7,13.5,248,5.145
4014,1.459,0,81,9.9,15.1,330,4.474
3666,1.581,0,79,10.8,16.3,308,4.921
3670,1.498,0,79,11.8,17.4,295,4.474
3666,1.216,0,80,11.8,17.4,319,5.369
3495,0.768,0,78,12.2,18.1,333,4.698
3229,0.647,0,88,25.7,34.3,316,10.066
3539,1.116,0.004,76,28.6,35.2,302,13.422
3261,1.425,0.008,79,29.7,35.6,55,14.316
3204,1.546,0,92,30.6,35.1,317,14.764
3475,1.463,0.047,94,32,34.7,51,14.54
3532,1.186,0.024,93,31.5,35.4,311,14.316
3267,0.7500001,0.039,94,31.8,33.4,109,6.263
3011,0,0,84,24.8,30.6,287,2.461
3695,0.139,0,81,25,31.8,213,3.579
4965,0.65,0,76,25,32.5,221,3.132
8215,1.119,0.004,78,25.3,32.5,266,4.474
11542,1.435,0.008,75,25.3,33.1,206,3.803
11422,1.561,0.012,77,26.2,32.7,310,8.277
10938,1.482,0.012,77,26.2,34,345,7.158
9094,1.206,0.012,68,24.8,35.1,324,4.921
5397,0.767,0,67,23.9,35.1,4,5.145
5298,0,0,76,24.4,32.2,237,2.013
12824,0.139,0,73,24.4,34.5,310,4.474
24673,0.651,0,74,25.5,33.8,310,6.04
39091,1.121,0,74,26.1,35.4,321,4.698
38047,1.439,0,65,26.1,38.3,307,6.711
35406,1.568,0,60,26.6,39.2,318,5.816
28417,1.49,0,62,26.4,38.1,316,5.145
18295,1.215,0,62,25.9,37.6,319,6.04
6892,0.775,0,64,25.9,38.1,322,5.145
4389,0.25,0,69,25,36,261,2.461
5647,0,0,77,17.2,29.5,125,12.974
11317,0.14,0,79,17.6,28.8,161,13.198
17714,0.659,0,76,18.3,31.3,182,10.961
17066,1.136,0,66,20.1,31.8,23,8.277
14307,1.456,0,68,20.8,34.7,278,6.711
12812,1.584,0,67,21.4,33.1,214,5.145
11803,1.506,0,68,21.7,33.3,333,9.843
8551,1.23,0,61,21,37.2,25,5.592
4006,0.789,0,60,21.6,37.4,36,8.053
3480,0.26,0,54,22.1,38.8,44,5.369
6220,0,0,81,12.9,24.3,129,15.882
9031,0.141,0,79,14.5,27.3,110,10.514
14923,0.664,0,63,14.4,28.6,43,15.435
11187,1.145,0,70,16.7,28.8,128,12.751
12360,1.468,0,72,17.4,26.1,230,3.579
7451,1.598,0,69,18,27,319,5.816
3832,1.521,0,87,19.9,27.9,350,8.5
3401,1.242,0,87,24.4,29.5,358,7.158
3282,0.795,0,85,25,30,17,7.606
4301,0,0,68,19.8,32,39,6.04
8816,0.141,0,77,19.6,31.6,248,6.487
27666,0.6620001,0,70,18.5,33.4,163,5.369
38402,1.143,0,55,18.1,35.8,301,8.277
38824,1.47,0,47,17.1,37.9,274,7.158
34759,1.607,0,42,17.2,38.1,137,9.843
29202,1.533,0,44,18.1,38.5,125,12.974
10176,1.257,0,47,18.1,38.5,302,9.395
6017,0.814,0,50,18.7,36.9,293,8.724
3245,0.278,0,50,18.9,36.3,135,8.5
5362,0,0,64,21.2,35.4,3,4.25
14629,0.142,0,71,22.6,33.1,8,5.369
28085,0.6620001,0,66,21.2,36,43,5.592
38723,1.143,0,58,19.8,37.6,13,6.263
42116,1.473,0,51,20.5,40.6,328,7.606
39638,1.608,0,50,20.8,38.8,339,5.816
31864,1.535,0,47,20.3,39.2,333,7.829
23064,1.264,0,45,19.2,39.7,320,6.263
8181,0.823,0,46,19.8,40.5,351,4.921
3377,0.286,0,56,20.1,38.8,278,5.369
3122,0,0,77,20.8,34.5,114,8.277
3796,0.143,0,69,21.2,32,30,7.829
3555,0.6670001,0,92,26.8,32.4,65,7.158
3784,1.138,0,93,30.2,32,8,5.816
5690,1.457,0.004,93,30.2,32.5,274,4.25
7559,1.592,0.079,91,31.5,34.2,290,4.474
7198,1.519,0,87,30.7,34.7,317,5.145
8826,1.253,0,90,30.7,34.2,30,5.369
4941,0.818,0.004,85,28.9,34.7,51,7.606
2225,0.292,0,90,29.1,34.2,282,8.5
3583,0.144,0,85,25.3,31.5,351,6.04
4033,0.666,0,88,27.1,30.4,124,6.263
5038,1.144,0,86,26.6,32,121,12.303
4857,1.473,0.028,77,25.9,32.5,119,8.948
7343,1.611,0.004,76,25.9,32.9,333,5.145
7818,1.541,0,77,25.7,33.1,316,8.053
9457,1.274,0.004,84,25.9,31.6,16,10.29
5076,0.836,0,83,24.8,31.3,146,6.711
3527,0.303,0,74,23.4,32.2,352,6.487
4852,0,0,84,14.9,19.9,162,4.921
19836,0.147,0,82,12,19.9,106,8.5
32804,0.683,0,68,9.9,20.8,44,9.395
39451,1.176,0,62,9.9,23.7,35,9.619
43576,1.512,0,58,12.6,27.3,124,5.816
33210,1.649,0,58,14.2,28.4,329,6.487
35064,1.578,0,57,14.4,28.2,309,6.487
23496,1.307,0,57,12,29.1,325,6.487
8727,0.864,0,58,11.8,29.3,308,7.158
3688,0.318,0,61,13.1,25.5,333,4.698
3928,0,0,88,18.1,23.2,324,6.263
6059,0.149,0,89,19.4,23.5,35,5.145
11449,0.6810001,0,86,20.3,25.5,340,7.158
13495,1.168,0,83,20.5,27.3,44,5.816
16222,1.501,0,75,19.6,27.9,324,7.158
12035,1.644,0.004,73,19.2,29.1,291,7.158
5997,1.578,0,75,20.1,28.2,312,6.487
3942,1.307,0,88,22.3,26.8,320,5.592
3489,0.864,0,89,23.9,27,338,4.474
3197,0.151,0,72,17.8,28.4,326,7.158
3061,0.687,0,81,20.8,27.3,121,7.158
3440,1.174,0,82,22.3,26.6,297,8.724
3182,1.507,0,82,22.8,28,282,4.474
3638,1.648,0.016,79,22.6,27.9,225,4.921
3764,1.582,0.047,81,23.5,29.3,134,5.592
3326,1.314,0.031,73,22.5,30,133,9.395
6666,0.877,0.004,72,21.6,30,266,9.843
3462,1.179,0,83,22.5,28.8,28,7.382
3089,1.515,0,81,22.6,30.2,60,6.935
3152,1.658,0.067,69,20.7,30.4,24,6.04
3630,1.598,0.024,65,18.9,31.3,56,7.606
3729,1.334,0.008,56,17.1,32,89,6.935
2949,0.895,0,56,16.9,32.2,66,9.843
3080,0.701,0,91,20.3,25.9,157,4.25
3071,1.197,0,77,19.8,28.2,253,4.474
3069,1.538,0.012,72,21,29.3,322,4.698
3142,1.685,0.039,70,21.9,28.9,335,5.816
2988,1.622,0.047,74,21.7,28.9,328,6.04
3869,1.357,0.012,75,20.7,27.9,308,6.04
4447,0.9170001,0,74,19.9,27.5,292,5.145
4142,0.165,0,73,13.1,24.8,15,12.974
3669,0.716,0,74,12.6,23.4,220,6.487
3550,1.218,0,73,13.3,24.6,210,7.829
3223,1.561,0,62,14.5,27.1,339,6.487
3068,1.709,0.012,58,14.9,27.3,326,5.816
3948,1.647,0.016,58,14.5,28,330,5.369
3932,1.203,0,74,23,31.6,342,5.816
3429,1.553,0.012,70,22.5,31.6,290,4.026
3633,1.704,0.047,69,21.9,33.3,321,7.382
3553,1.645,0.091,60,19.9,33.8,340,10.737
3202,1.386,0,55,17.8,33.6,342,8.053
3394,0.947,0.012,57,16.7,33.8,317,8.5
3115,0.174,0,75,10,21.2,160,7.829
3396,0.734,0,71,10.8,22.5,178,8.277
3539,1.239,0,65,12.2,22.8,214,4.026
4117,1.586,0,62,12.9,25,320,4.698
6423,1.736,0,60,13.8,26.1,333,6.263
7981,1.675,0,54,13.3,27.3,334,5.369
9128,1.411,0,55,14,29.1,333,5.369
7079,0.966,0,56,13.5,27.9,313,6.04
3714,0.408,0,59,13.8,28.2,305,4.25
3606,0,0,84,10.2,20.5,170,13.645
7645,0.179,0,69,10.2,22.3,48,15.435
11502,0.7410001,0,75,9.3,20.5,250,7.158
16117,1.251,0,69,11.5,23,81,7.606
23163,1.597,0,66,12.2,22.6,304,5.816
26329,1.751,0,62,12.2,23.7,329,6.04
27357,1.693,0,59,12.9,25.5,316,5.816
21232,1.427,0,61,13.6,26.6,298,6.04
11144,0.9810001,0,63,14,27.1,328,5.592
3641,0.421,0,65,14.2,25,352,3.803
6401,0,0,86,10.6,20.1,260,4.921
9742,0.184,0,84,11.5,17.2,298,7.829
15323,0.749,0,83,11.7,17.8,314,5.145
14344,1.258,0,76,12.7,20.1,256,4.25
15420,1.608,0,71,13.3,20.7,311,5.816
15310,1.761,0,70,13.8,22.6,293,5.592
15140,1.703,0,67,14.9,24.6,251,5.592
11140,1.436,0,72,15.6,25.3,326,6.487
5362,0.993,0,71,16.5,26.1,282,3.579
3450,0.432,0,71,16.2,25,302,4.474
5412,0,0,82,17.2,23.4,354,4.921
9665,0.188,0,82,17.8,26.4,249,5.369
9707,0.751,0,76,19.2,28.4,337,5.145
16304,1.257,0,74,20.3,28.6,244,6.263
21191,1.605,0,70,20.8,31.1,250,6.711
20931,1.758,0.012,63,21.7,35.8,13,5.369
14885,1.7,0.024,54,21.7,37.4,344,5.369
10985,1.439,0.008,56,22.3,36.7,327,6.263
8843,0.998,0,60,23.4,36.7,347,4.698
3577,0.441,0,61,23.5,36.9,12,4.921
3809,0,0,95,31.6,33.6,59,7.382
10530,0.191,0,93,31.1,34.5,144,4.698
26340,0.7450001,0.063,93,31.6,34.2,156,6.711
30549,1.245,0.012,90,32.7,36.5,154,5.145
31013,1.589,0,79,30.6,38.3,192,6.711
32229,1.75,0,66,27.1,39.9,3,6.487
21777,1.703,0,55,24.3,39.6,333,7.829
12701,1.449,0,62,26.1,38.7,342,6.04
6933,1.007,0,64,26.2,37.9,328,4.698
3710,0.452,0,67,26.2,37.8,344,3.579
3651,0,0,80,28.4,35.1,177,3.579
6912,0.198,0,82,29.1,35.1,260,2.684
9340,0.757,0,89,30.9,34.5,309,4.474
13616,1.257,0,90,32.4,35.1,336,4.026
13795,1.602,0,90,32.9,36.1,281,4.921
14945,1.755,0,84,32.7,37,306,4.698
11969,1.702,0,84,33.3,37.6,323,4.026
8715,1.444,0,82,32,37.4,316,6.263
6567,1.012,0,80,31.6,37.2,297,4.026
3638,0.461,0,81,31.5,36.9,228,4.026
4522,0,0,88,27.9,35.1,79,12.079
8454,0.205,0,86,27.9,35.8,158,8.277
11188,0.768,0,90,28.8,32.7,263,3.579
12247,1.273,0,88,29.5,33.3,220,4.474
14476,1.622,0,85,29.8,36.5,318,4.698
14524,1.777,0,80,30.7,36.7,329,4.474
8563,1.723,0,84,31.5,35.8,320,5.369
8023,1.463,0,91,32,35.2,331,4.921
3590,1.027,0,93,32.4,34.3,312,6.487
3480,0.474,0,94,32.2,33.8,12,5.145
6055,0,0,96,31.8,33.3,183,4.026
12671,0.211,0,98,31.3,33.3,144,4.026
10692,0.774,0,97,33.6,34.2,330,5.369
13489,1.276,0,94,34,36.1,37,6.04
39636,1.625,0,91,33.6,36.7,19,6.711
21180,1.781,0,85,34.3,41,334,7.382
14470,1.73,0,86,33.4,41.2,317,8.277
14867,1.476,0,86,33.1,37.2,326,9.843
8239,1.041,0,83,32.9,37.8,32,7.382
3564,0.488,0,82,32.4,37.8,19,5.369
7375,0,0,97,29.7,31.8,221,3.132
10762,0.218,0,98,31.3,33.1,127,2.908
14963,0.785,0,97,33.8,34.3,268,3.579
17054,1.289,0,92,33.8,36.5,296,4.474
17286,1.64,0,87,33.1,37.6,291,4.474
12474,1.799,0,80,32.4,37.6,331,5.145
15609,1.75,0,80,31.6,40.3,350,6.487
11332,1.493,0,78,31.6,41,304,8.948
5320,1.06,0,81,32.2,38.5,330,5.592
3300,0.502,0,82,31.6,37.9,21,4.026
3690,0.001,0.016,93,28.9,36.3,19,10.961
3835,0.226,0.016,82,28.4,35.6,250,6.711
9303,0.8,0.024,77,28,35.8,239,2.908
8873,1.312,0.047,73,27,37.6,271,4.921
26619,1.67,0.012,65,25.9,38.3,281,6.04
27629,1.832,0,56,25,40.1,3,8.5
11067,1.785,0,56,24.6,40.3,351,8.5
8782,1.527,0,57,24.1,39.4,342,8.724
10484,1.087,0,63,25.7,38.7,57,6.487
4189,0.522,0,62,25.9,38.8,62,8.277
4980,0.001,0,71,25.2,34.9,304,5.145
9230,0.235,0,80,26.1,35.2,7,6.487
14531,0.814,0,80,26.6,36.7,26,5.369
18332,1.328,0,65,27,39,294,6.711
19113,1.685,0,70,27.5,38.3,327,5.369
16170,1.845,0,62,27.1,39.6,302,8.5
10083,1.795,0,64,27.1,39.9,299,8.948
8737,1.537,0,71,28.9,39,293,10.737
6016,1.095,0.004,86,30.9,38.1,313,7.382
3077,0.532,0,86,31.3,37.6,323,5.369
3563,0.001,0,96,30.4,32.7,215,3.132
9225,0.242,0,98,30.4,31.1,213,2.684
24502,0.821,0,98,30.4,31.3,229,4.026
29839,1.334,0.008,97,31.3,31.3,290,5.369
21587,1.69,0.008,94,32.2,33.1,270,5.592
28444,1.854,0,84,30,36,308,7.606
42151,1.806,0,74,29.3,38.5,293,7.606
20098,1.551,0,71,29.3,38.8,302,8.5
8471,1.113,0,74,28.9,38.3,316,7.829
