Solar_Power,rso,precip,rh_max,td_avg,airt_max,windd_avg,winds_max
10942,0.527,0,57,33.3,50.2,75,10.514
25483,1.228,0,63,36.3,52.9,41,15.435
36994,1.85,0,62,40.3,57,31,6.711
43672,2.321,0,56,39.7,62.6,51,8.053
41516,2.225,0,34,41.5,74.5,277,7.382
34081,1.705,0,32,41.7,75,298,12.974
22113,1.055,0,31,41.2,73.9,292,8.948
7656,0.368,0,34,39.6,72.5,306,7.606
3469,0.01,0,35,37.9,70,312,4.25
5200,0.035,0,56,39.7,61,324,7.382
6700,0.508,0.004,68,43.2,58.5,14,8.053
6050,1.191,0,85,46.8,57.7,24,8.724
7413,1.8,0.012,86,48.4,53.8,179,5.369
29955,2.27,0,86,49.1,59.2,277,6.487
38033,2.56,0,72,47.7,62.1,279,5.145
49233,2.651,0,61,44.2,64.4,350,8.5
41599,2.201,0,41,39.4,67.6,307,8.724
34454,1.689,0,39,37.9,67.5,19,8.277
22417,1.041,0,31,34,67.5,13,6.04
7964,0.353,0,52,33.8,66.4,44,5.369
3711,0.008,0,60,35.6,64.6,85,5.145
3575,0.032,0.004,96,48.7,50.4,360,8.724
3623,0.486,0.083,95,48.6,50.9,41,8.277
5990,1.164,0.091,95,48.4,50.9,17,6.487
12269,1.779,0.075,95,48.9,51.6,327,7.606
7420,2.253,0.016,94,48.4,50.7,21,11.856
5241,2.545,0.071,94,48,50.7,10,9.619
7020,2.627,0.224,95,47.3,49.5,29,12.079
9889,2.495,0.067,95,46,49.1,58,7.158
5364,2.159,0.016,92,45.7,49.1,1,8.948
3635,1.644,0.201,95,45.9,48,324,4.474
4400,1,0.083,95,44.4,47.1,48,8.724
3257,0.326,0.008,90,42.1,47.3,66,11.856
3265,0.03,0.028,96,36.9,40.3,321,7.606
6037,0.483,0.051,96,36.1,39.7,349,8.277
7862,1.174,0.063,96,35.1,39.2,359,8.5
13621,1.801,0,96,35.8,40.3,278,5.369
12840,2.279,0,96,37,40.5,281,8.724
12710,2.57,0.008,94,37.2,41.2,306,5.816
12332,2.653,0.031,91,36.5,41.7,25,5.592
13370,2.516,0,87,37.6,43.5,48,8.053
15107,2.167,0,88,38.7,44.2,54,9.619
14888,1.641,0,87,38.5,46,28,8.5
23101,0.992,0,82,38.5,45.1,40,8.277
7641,0.311,0,84,37.6,43.9,1,5.592
3893,0.004,0,87,36.7,42.1,346,5.369
3561,0.027,0,86,27.9,36.7,47,12.303
8479,0.479,0,90,30,36.7,163,8.277
9599,1.174,0,85,30.4,38.7,60,7.158
23935,1.802,0,82,33.1,41.2,300,7.158
29811,2.277,0,80,34.2,43.9,323,6.711
43005,2.568,0,73,35.1,48.7,23,10.514
53221,2.645,0,64,33.6,51.3,10,8.5
43298,2.167,0,51,32.5,54.5,3,8.053
35052,1.639,0,46,32.4,54.7,49,11.632
23809,0.983,0,43,31.3,54.5,9,7.606
8169,0.296,0,48,30.7,52.9,8,7.158
3423,0.003,0,52,30,50.5,53,5.369
3503,0.025,0,66,25.3,37.2,54,12.751
10769,0.467,0,69,25.7,37.8,40,11.632
25370,1.166,0,73,29.3,38.8,41,6.711
36523,1.789,0,72,30.7,43.3,5,5.816
44500,2.267,0,65,32,45.3,358,6.935
42989,2.151,0,44,29.5,55.6,352,8.948
33913,1.624,0,37,28.8,56.1,15,8.724
21193,0.9670001,0,39,29.7,55.9,359,7.158
6584,0.278,0,43,29.1,54.5,344,5.816
3689,0.002,0,56,31.6,52.5,360,6.487
3334,0.022,0,80,32.9,41.7,22,4.698
5726,0.448,0,80,33.3,41.9,41,4.25
9727,1.136,0,75,34.3,43.3,313,5.145
16866,1.758,0,71,30.9,44.6,357,8.5
44540,2.248,0,59,29.3,48.7,357,8.277
56152,2.547,0,43,25.9,51.4,332,10.29
47562,2.639,0,41,25,54,336,13.198
15975,2.499,0,39,25.2,53.6,43,13.198
33978,2.144,0,36,24.6,53.8,52,8.724
34914,1.613,0,35,25,55.9,258,7.158
21800,0.95,0,37,24.1,53.2,300,6.487
6569,0.262,0,42,24.6,51.8,274,5.592
3749,0.001,0,44,25.2,48.9,34,5.369
3475,0.02,0,64,23.5,39.2,75,14.316
11994,0.442,0,64,24.8,40.3,58,10.737
25543,1.136,0,66,27.9,41.4,309,5.369
37226,1.758,0,63,28.6,45.3,32,6.04
44009,2.237,0,53,28.6,50.9,352,6.263
42310,2.1,0,38,33.1,63,9,6.935
33179,1.569,0,33,33.8,64.6,13,6.711
20602,0.914,0,31,32.7,64.8,32,6.487
6066,0.241,0,34,32.7,63.1,49,7.606
3663,0,0,39,29.7,60.4,69,6.935
3872,0.018,0,49,24.3,44.2,66,13.645
11010,0.428,0,54,25.5,45.7,171,8.724
22343,1.119,0,63,30.7,46.8,188,5.592
19563,1.734,0,60,32.9,50.2,39,5.592
14043,2.206,0,57,33.6,51.1,10,6.04
9989,2.492,0,59,34.2,50.9,172,6.263
12402,2.563,0,52,32.9,52.9,58,6.935
18425,2.425,0,50,31.5,56.3,310,15.882
11833,2.078,0,70,33.3,54,326,26.396
30457,1.543,0,67,35.2,51.8,23,19.014
9536,0.8890001,0.028,83,33.4,50,1,25.949
6370,0.223,0,81,34.5,44.2,25,6.711
3601,0.016,0,70,26.2,36.9,153,8.277
9789,0.413,0,70,25.7,37.4,105,8.948
23605,1.103,0,65,26.2,41.2,80,9.619
37484,1.728,0,67,29.7,43.2,46,10.29
44351,2.197,0,65,30.6,48.9,43,8.5
41171,2.427,0,41,26.4,54.1,343,12.303
21951,2.074,0,39,25.9,52.9,37,6.935
19883,1.539,0,36,25.7,53.8,45,6.935
18800,0.8800001,0,36,25.7,55.4,17,7.829
5709,0.209,0,39,25,52.7,39,7.382
3399,0.014,0,72,25,37,134,12.751
9664,0.4,0,62,24.4,38.3,39,14.316
24640,1.089,0,66,26.2,40.5,216,6.487
36912,1.711,0,59,27.5,45.1,13,7.382
44080,2.185,0,56,29.5,49.3,41,7.606
42176,2.051,0,34,25,57.7,20,9.843
33427,1.52,0,28,21,57.4,21,7.829
20664,0.8660001,0,26,21,57,32,6.487
5699,0.194,0,34,21.4,55.9,161,6.711
3410,0.012,0,50,18.3,38.3,63,15.435
9985,0.391,0,48,17.8,38.8,38,15.659
25197,1.083,0,65,23,41.7,78,12.303
37137,1.7,0,56,26.8,44.8,281,5.592
44341,2.169,0,54,28.8,49.6,3,8.053
45152,2.38,0,34,27.3,60.1,338,6.04
41945,2.026,0,29,26.2,62.8,308,6.04
32462,1.495,0,28,26.6,63.9,280,6.04
19866,0.837,0,27,27.3,62.8,313,8.277
5448,0.177,0,38,28.4,61.2,344,4.698
3310,0.011,0,59,22.5,43.2,139,8.948
9254,0.375,0,49,22.3,44.1,137,8.277
23958,1.06,0,48,23.4,49.8,43,12.974
35798,1.681,0,46,27.1,53.2,48,7.606
40298,2.148,0,48,33.8,58.3,19,6.04
39716,2.414,0,42,34.3,63.9,333,5.145
41518,2.485,0,37,30.2,68,292,8.277
43119,2.35,0,25,28,68.7,273,7.829
40793,2.002,0,22,26.4,69.6,300,10.514
28566,1.471,0,22,27.1,69.3,308,9.619
11412,0.814,0,25,27.9,67.8,301,7.606
3967,0.162,0,29,27.5,65.1,230,8.724
3491,0.009000001,0,55,28.9,45.3,67,18.567
5107,0.358,0,55,28,44.8,13,11.632
3847,1.035,0,59,27.5,44.4,39,12.751
6769,1.655,0.004,67,27.9,41.5,46,11.856
11739,2.128,0,64,24.8,40.1,325,9.395
38016,2.423,0,53,19.6,42.4,348,10.514
48580,2.51,0.004,41,17.4,45.1,337,18.119
44333,2.367,0,30,12.7,46.2,341,14.764
24486,2.016,0,29,11.7,45.7,334,16.33
31952,1.476,0,30,12.4,44.4,339,17.224
13727,0.809,0,39,15.6,43.5,0,13.869
5286,0.151,0,61,21.2,40.3,24,13.645
3441,0.008,0,77,13.6,20.8,276,2.908
9366,0.353,0,77,13.8,21.9,286,5.145
24195,1.039,0,71,13.6,24.8,292,6.263
37484,1.667,0,63,13.5,28,269,8.5
44432,2.148,0,55,12,32,334,7.606
51796,2.44,0,44,11.5,34.7,25,9.843
52464,2.514,0,37,10,36.3,349,12.527
51508,2.364,0,36,10,38.3,5,12.079
43166,2,0,35,10.9,39.2,2,10.066
33699,1.456,0,33,11.7,39.7,26,10.29
20151,0.789,0,33,10.9,39.6,29,7.829
4851,0.138,0,38,11.3,37.9,41,6.935
3261,0.006,0,53,8.2,24.4,77,12.303
9884,0.341,0,65,9.1,24.3,60,14.093
24936,1.029,0,68,14,26.6,184,6.487
37463,1.648,0,59,13.5,32,65,7.382
44358,2.128,0,51,15.4,36.1,25,7.158
44366,2.411,0,42,14.4,41,9,7.382
42945,2.485,0,33,12.4,43.3,352,8.724
39563,2.337,0,30,12,45.3,4,8.5
35363,1.974,0,26,10.2,46.9,28,7.158
21554,1.434,0,23,9.3,46,19,7.829
17937,0.768,0,27,10.4,45.9,357,6.487
4681,0.126,0,31,12.9,44.6,356,3.803
3251,0.005,0,36,4.6,31.6,48,15.211
9457,0.329,0,55,9,31.3,75,15.659
24188,1.012,0,57,13.5,32.5,23,8.053
36803,1.631,0,49,16,37,359,6.263
43594,2.103,0,46,17.8,42.6,24,6.935
45089,2.313,0,25,13.8,53.8,28,6.935
41087,1.948,0,21,13.6,54.9,359,6.263
31861,1.407,0,20,14,56.5,9,6.487
18529,0.744,0,19,12.7,57,21,5.592
4431,0.115,0,29,16.2,55,53,5.592
3256,0.004,0,39,3.9,36.7,70,16.106
8841,0.316,0,45,7.9,36.3,137,12.974
23977,0.997,0,45,12,39.4,171,15.882
36304,1.615,0,43,16,41.4,53,6.935
43131,2.084,0,33,14.9,48.4,18,6.711
44664,2.278,0,21,15.4,60.8,19,8.053
40576,1.922,0,19,13.8,63,344,6.487
30907,1.384,0,16,14.7,63.1,330,5.816
17380,0.7220001,0,18,14.2,62.6,26,6.263
4219,0.105,0,21,16.3,60.1,46,6.935
3360,0.003,0,47,12.6,41,64,15.659
8359,0.3,0,41,12,40.5,86,12.079
22433,0.975,0,48,16.9,43.7,132,5.816
34078,1.588,0,45,21.4,48,31,5.369
42004,2.05,0,38,22.1,53.6,321,6.263
45336,2.331,0,30,21,58.5,4,6.04
43012,2.403,0,26,19.4,61.3,299,6.935
44464,2.253,0,20,17.8,63.1,297,6.487
38959,1.895,0,19,16.7,64,19,6.04
29646,1.357,0,16,15.6,64.8,329,7.606
16730,0.701,0,19,16,64.2,296,7.382
4207,0.09500001,0,21,16.7,60.8,285,3.803
3153,0.002,0,41,17.8,41.5,40,18.79
8271,0.285,0,54,19,40.3,63,14.987
21997,0.95,0,54,20.8,41.7,161,7.829
33700,1.562,0,45,21.4,48,231,3.579
41767,2.031,0,38,24.3,53.4,357,6.04
44936,2.305,0,35,25.5,58.5,8,6.487
41708,2.368,0,29,25.5,61.5,356,6.487
43963,2.214,0,25,23,65.3,6,7.829
37612,1.861,0,21,20.3,66.2,34,8.053
29286,1.329,0,17,20.1,66,350,6.935
15475,0.677,0,19,19.8,66,322,4.921
4003,0.087,0,26,21.4,63.9,184,2.461
3328,0.002,0,36,15.6,45.7,56,13.198
8308,0.273,0,46,18.3,45.7,165,11.632
22072,0.934,0,42,17.6,48.6,60,17.896
34433,1.55,0,42,23.2,51.6,42,7.606
42443,2.007,0,33,24.3,57.2,30,5.816
45160,2.284,0,28,23.7,60.8,3,6.263
43101,2.353,0,30,27.7,66.4,28,5.816
38875,2.187,0,25,26.1,68,34,6.263
32410,1.831,0,23,23.5,69.8,8,4.921
24492,1.302,0,16,18.5,71.4,299,6.04
12822,0.6580001,0,19,19.2,70.5,343,5.816
5410,0.079,0,22,23,67.1,46,6.263
3318,0.001,0,24,17.4,55.4,40,9.843
5762,0.26,0,25,18.9,56.5,88,9.171
9557,0.9170001,0,28,22.3,60.4,132,5.369
14166,1.523,0,33,26.6,62.2,342,5.369
20559,1.979,0,34,29.5,68.2,302,16.777
30640,2.246,0,24,29.5,71.1,298,15.435
21733,2.312,0,25,29.8,69.3,297,15.211
10360,2.156,0,26,29.8,67.3,297,14.093
8524,1.797,0,29,29.8,65.8,300,9.395
8425,1.267,0,30,31.5,65.8,337,10.514
4345,0.624,0,37,32.2,64.6,326,15.882
3149,0.001,0,69,28.2,41.4,174,3.355
6359,0.244,0,75,29.5,41.4,354,5.369
22434,0.886,0,74,29.3,43.3,80,3.803
33321,1.489,0,61,28.6,46,356,6.711
22622,1.954,0,54,28.8,49.8,348,9.843
21552,2.231,0,49,28.9,49.3,313,7.606
32614,2.294,0,48,28.6,52.2,302,11.856
25634,2.14,0,44,26.6,51.6,319,13.198
12841,1.786,0,46,27.5,50,299,10.066
10630,1.251,0,47,28.6,48.9,286,8.724
6311,0.609,0,49,29.3,48.6,308,7.606
3551,0.066,0,49,28.6,48,296,3.132
3088,0,0,73,29.1,39.7,48,5.816
8221,0.231,0,69,28.9,40.1,60,7.158
9997,0.8700001,0,67,29.1,44.8,130,4.921
14785,1.472,0,70,32.2,44.8,4,7.606
10392,1.926,0,71,32.7,44.4,48,6.711
12792,2.197,0,59,30.4,48.2,300,6.04
5836,2.267,0,52,27.7,49.6,297,14.764
7189,2.12,0,75,34,46.9,305,12.303
4939,1.743,0.02,83,34.3,43.7,188,20.132
4865,1.217,0.035,86,35.4,41.7,305,13.869
3820,0.583,0.008,93,33.6,44.2,328,27.738
3587,0.22,0,74,26.8,36.1,133,6.04
6515,0.8570001,0,66,25.3,37,310,6.04
10340,1.463,0,62,24.8,37.9,313,8.724
14823,1.927,0,61,25.3,39.4,324,9.843
11756,2.2,0,57,25,40.3,321,11.632
13586,2.263,0,54,24.6,41.7,321,9.395
19544,2.108,0,51,24.6,43,324,10.737
13453,1.748,0,52,24.6,43.2,337,7.829
10145,1.216,0,51,24.8,43.2,265,5.592
8952,0.576,0,50,24.6,43,201,4.921
3835,0.056,0,54,24.6,42.3,303,4.921
3558,0.208,0,62,28.8,42.3,247,3.579
8860,0.8380001,0,64,30.4,43.3,292,7.606
9265,1.433,0,62,30.9,44.4,325,7.829
11756,1.891,0,58,29.8,45.3,345,13.869
18991,2.166,0,53,28.9,47.3,354,10.066
13051,2.231,0,52,28.6,47.1,331,8.5
17104,2.076,0,52,28.8,48.6,17,6.04
44761,1.717,0,49,29.3,50.2,36,11.185
32155,1.189,0,46,29.5,51.1,1,10.29
15933,0.555,0,46,28.6,50.5,32,9.395
3522,0.051,0,49,28.2,48.2,65,6.711
3393,0.195,0,70,31.8,47.1,323,4.698
8575,0.817,0,67,34,47.8,307,5.369
10886,1.407,0,59,33.4,49.8,300,5.592
15351,1.865,0,51,32.9,52.7,160,4.25
12719,2.138,0,52,34.3,53.6,312,8.277
13350,2.193,0,50,34.7,54,300,8.053
10014,2.037,0,50,34.9,53.6,304,9.171
10053,1.68,0,53,36,55,317,7.829
7772,1.154,0,53,36.1,54.5,293,6.487
4620,0.529,0,52,35.1,53.2,320,5.816
3767,0.047,0,49,33.4,53.6,328,4.25
3981,0.185,0,61,30.2,45.1,50,6.487
14983,0.803,0,63,31.8,46.6,68,5.816
33318,1.394,0,58,31.8,48.6,350,6.711
32139,1.85,0,55,31.5,50,37,8.277
24694,2.122,0,54,30,51.6,14,10.961
14844,2.189,0,50,26.8,51.3,346,13.422
29359,2.041,0,39,24.4,52.2,336,14.316
38973,1.689,0,34,22.5,52.5,43,12.751
26517,1.162,0,32,21.7,51.8,1,10.737
6809,0.526,0,32,19,51.4,34,14.54
3612,0.043,0,35,18.5,48.4,70,8.724
3538,0.177,0,53,14.7,31.5,151,8.948
6574,0.177,0,53,14.7,31.5,151,8.948
21212,0.8060001,0,52,14.9,34.2,74,13.198
33731,1.41,0,51,16.7,38.5,44,12.303
42525,1.87,0,53,21.7,41.9,353,7.829
44359,2.132,0,49,21,44.8,24,6.935
39819,2.196,0,38,18.3,47.7,44,7.158
42174,2.046,0,31,13.6,48.2,40,8.053
37209,1.692,0,27,14.2,50,11,7.606
27633,1.156,0,27,15.6,50,24,7.158
12428,0.514,0,29,15.3,49.1,74,5.369
4347,0.039,0,36,16.5,47.3,174,2.684
6284,0.166,0,60,17.8,35.8,62,9.395
20923,0.786,0,61,18.5,37,58,13.869
33526,1.386,0,48,19.8,43.2,18,12.974
41826,1.843,0,49,23.7,45.7,311,5.369
44772,2.107,0,44,23.7,50,348,6.487
43416,2.016,0,30,21.2,54.7,5,6.935
37137,1.657,0,28,20.3,56.3,346,6.263
27239,1.128,0,27,20.1,56.1,340,6.04
13761,0.494,0,26,19.8,55.9,334,5.145
3960,0.035,0,35,21.7,54.1,215,3.355
5805,0.154,0,54,22.8,43.9,50,7.382
19792,0.7640001,0,43,22.8,46.8,54,8.5
31787,1.359,0,40,23.9,52.7,60,8.053
40334,1.814,0,42,26.6,54,342,9.395
46787,2.079,0,42,30.2,56.3,343,11.856
35030,2.129,0,43,32.2,57.4,343,12.974
24791,1.968,0,45,29.3,53.2,27,17.001
5246,1.617,0,30,16.2,51.1,17,12.303
3351,1.113,0,24,10.4,48.4,14,14.093
3637,0.482,0,30,12,46.8,13,9.395
3180,0.032,0,34,14.5,44.4,21,6.711
3778,0.145,0,91,20.8,24.3,319,9.619
3275,0.7500001,0,86,19,24.8,343,8.053
6982,1.35,0,78,18.5,26.6,28,7.829
13875,1.811,0.008,66,17.2,28.4,351,7.829
38441,2.086,0.035,63,18.1,32.2,23,8.948
30816,2.146,0,56,17.1,33.8,31,10.514
20625,1.988,0,51,15.6,33.8,349,10.066
23562,1.628,0,51,16.5,34.7,25,10.514
16269,1.095,0,49,14.4,35.4,4,11.856
12174,0.464,0,40,12.2,35.2,350,10.514
4023,0.029,0,34,5.4,33.8,344,10.514
6739,0.137,0,55,2.8,18.3,57,13.198
22049,0.7500001,0,53,3.4,20.7,37,13.198
28469,1.355,0,57,6.8,24.4,42,17.448
20271,1.814,0,57,10.8,27.5,335,6.711
23575,2.081,0,49,9.5,31.5,305,6.935
16370,2.143,0,43,9.5,31.1,308,7.382
13901,1.984,0,42,9.3,32,293,9.619
11665,1.62,0,39,8.4,32,288,9.395
9565,1.087,0,37,7,32.2,301,8.948
4663,0.452,0,38,6.8,32,303,8.277
3549,0.026,0,40,8.6,31.6,175,5.816
3288,0.7270001,0,87,11.5,15.8,340,8.724
3253,1.327,0,84,10.8,15.8,336,8.053
3508,1.789,0,79,10.6,19.8,28,13.869
3774,2.063,0,67,6.8,21.2,56,17.896
4415,2.13,0,56,5.9,22.1,78,14.54
4125,1.974,0,49,4.6,23,54,17.001
7495,1.61,0,52,6.1,21.7,63,11.632
8144,1.073,0,50,4.3,22.8,52,12.527
4806,0.439,0,45,2.5,22.3,78,10.066
3631,0.023,0,49,1.8,20.3,104,9.395
3926,0.12,0,60,-5.8,6.6,131,13.198
9152,0.723,0,59,-5.4,9.9,42,16.553
15405,1.329,0,54,-1.8,14.7,79,8.724
25290,1.789,0,55,1.8,19.4,75,8.277
28976,2.059,0.024,52,6.4,22.3,342,6.711
31323,2.113,0.024,49,6.8,25.2,339,6.487
40817,1.954,0.016,40,3,26.2,346,8.277
39621,1.595,0,34,0.5,27.5,355,8.5
28713,1.061,0,33,1.2,28.4,12,8.053
13791,0.425,0,31,-0.2,28.2,48,4.921
3503,0.021,0,48,5.4,26.6,268,3.355
4286,0.111,0,56,2.5,17.2,60,11.185
20327,0.702,0,56,3.2,19.2,83,12.079
33518,1.301,0,52,4.5,24.1,42,14.093
42337,1.761,0,47,6.8,27.3,99,6.263
45466,2.031,0.004,45,8.6,30.9,318,6.487
42506,2.089,0.008,37,8.2,33.4,350,7.606
35550,1.931,0,37,9.5,35.2,338,8.948
35434,1.566,0,36,9.5,36.3,341,7.382
17234,1.035,0,32,7.7,36.1,338,5.592
9289,0.408,0,30,6.1,36.3,289,4.474
3487,0.019,0,41,10.6,34.7,282,3.355
3882,0.103,0,48,6.4,25.3,55,13.869
19838,0.683,0,56,7.9,26.2,81,11.856
32573,1.277,0,56,11.1,27.9,198,4.698
41179,1.731,0,53,12.2,33.1,207,6.263
44813,2.001,0,43,12,36.7,214,4.921
43562,1.906,0,32,9.9,41,330,7.158
36818,1.547,0,27,7.3,43.2,325,6.04
26465,1.02,0,24,7.3,43.9,298,5.145
12930,0.394,0,32,9.7,42.8,293,4.698
3430,0.016,0,37,12.2,39.9,241,2.908
3648,0.096,0,70,12.2,25.3,169,10.29
19760,0.6620001,0,69,9.5,27.9,40,16.777
32174,1.257,0,44,9.5,33.3,38,15.882
41152,1.715,0,47,14,37.4,17,8.277
44158,1.977,0,45,17.6,39.9,334,5.369
44952,2.031,0,39,16.9,43.7,310,6.263
42502,1.876,0,35,16.7,45.7,338,7.158
35789,1.517,0,31,16.9,46.9,292,6.263
25510,0.993,0,32,17.6,46.9,348,5.816
12235,0.376,0,31,15.6,46.6,358,6.263
3560,0.014,0,38,15.1,44.2,187,2.013
4791,0,0,46,11.5,33.4,61,8.724
16128,0.089,0,52,12,31.3,145,8.724
29829,0.646,0,47,12,34.2,110,6.487
32368,1.236,0,41,12.6,38.5,99,5.145
43960,1.692,0,44,16.7,41.2,355,5.369
43884,1.953,0,40,17.1,45.5,352,7.382
35693,2.013,0,35,18.9,48.7,19,5.592
31747,1.854,0,31,18.3,50,6,8.277
19825,1.497,0,29,18,51.1,13,5.816
9877,0.975,0,27,16.9,51.3,349,4.921
3326,0.363,0,26,15.3,50.5,360,4.474
4288,0,0,59,19.2,34.7,147,4.474
15393,0.083,0,63,19.4,34.5,111,4.921
23459,0.624,0,56,19.6,36.5,4,4.698
34567,1.207,0,54,20.8,37.9,337,4.921
41054,1.657,0,52,22.3,42.6,327,5.369
43393,1.922,0,46,22.6,46.2,306,5.369
38337,1.981,0,39,21.4,50.5,356,8.277
33605,1.83,0,32,19.9,51.4,36,6.487
23485,1.477,0,31,21.4,52.3,35,5.592
11356,0.955,0,32,22.6,52.2,283,5.592
3324,0.348,0,36,23,51.4,302,6.935
3607,0,0,65,23.5,36,58,11.632
17859,0.07700001,0,73,24.1,35.2,158,8.277
30210,0.605,0,72,24.3,38.3,54,9.171
38445,1.182,0,62,25.5,40.5,60,12.079
43233,1.628,0,61,28,45,355,5.592
43786,1.888,0,52,28.9,51.6,8,6.263
40694,1.946,0,47,29.8,53.2,351,5.816
34054,1.792,0,42,29.7,54.3,2,7.829
24169,1.44,0,38,29.1,55.6,360,6.263
11097,0.9300001,0,37,28,55.9,328,4.921
3456,0.333,0,38,27.7,55.8,296,4.474
3518,0,0,64,23.7,38.3,111,11.856
17301,0.072,0,64,23.5,38.1,132,9.171
29690,0.59,0,66,23.9,40.5,161,10.737
38170,1.166,0,53,24.4,43.5,51,11.408
42926,1.613,0,53,27.3,49.6,35,5.592
43333,1.872,0,48,28.8,51.1,9,7.606
40059,1.93,0,41,28.8,54.1,354,6.487
33324,1.777,0,38,28.9,57,19,5.816
23324,1.426,0,34,27.3,57.9,4,6.487
10640,0.9170001,0,30,25.9,58.5,335,4.698
3439,0.323,0,33,25.3,58.5,97,5.369
3567,0,0,58,21.7,37.8,118,12.079
17053,0.067,0,55,21.4,37.4,40,16.106
29625,0.577,0,57,21.7,39.4,43,13.198
37818,1.153,0,61,23.9,40.5,350,9.619
40359,1.597,0,60,25.9,43.9,308,6.263
43094,1.859,0,51,27.1,48.6,23,5.816
39742,1.917,0,42,26.8,52.9,358,6.04
33357,1.766,0,38,27.1,54.9,18,4.698
23527,1.414,0,33,25.5,56.7,344,5.816
10086,0.906,0,30,24.6,56.7,335,5.145
3392,0.312,0,36,25.5,56.5,321,3.803
3628,0,0,62,21,36.5,167,6.711
15177,0.062,0,62,21,35.8,180,8.5
28823,0.563,0,64,21.6,38.5,168,12.079
37515,1.136,0,56,23.5,41,59,9.395
41574,1.58,0,54,25.9,44.4,342,5.592
42121,1.842,0,51,27.9,50,299,5.369
39143,1.898,0,43,27,52.3,333,5.369
32847,1.749,0,35,25.7,55,2,5.145
22952,1.402,0,32,26.6,56.1,1,6.04
10111,0.89,0,32,26.2,57.2,356,5.369
3696,0.3,0,35,25.9,57,72,4.026
3478,0,0,46,19.2,41,61,11.185
16290,0.058,0,58,19.8,39.4,55,12.751
28990,0.549,0,63,20.5,40.1,60,14.764
37151,1.122,0,60,23.7,40.8,7,9.843
41399,1.563,0,57,26.2,45.7,296,4.921
42216,1.824,0,47,27,51.6,353,5.369
39094,1.883,0,40,24.8,54.7,21,5.592
32893,1.738,0,32,24.3,57.4,31,5.592
23151,1.39,0,28,24.8,59.7,337,6.04
9876,0.8800001,0,29,25.7,59.2,5,6.04
3784,0.29,0,33,25.9,58.5,340,6.04
4704,0,0,54,19.9,38.3,162,6.263
10258,0.054,0,47,19.4,41,59,10.29
27567,0.534,0,55,20.1,43.5,67,11.185
29928,1.106,0,57,23.2,41.9,21,7.158
32202,1.548,0,48,23.9,47.5,341,4.921
17853,1.813,0,42,23.9,51.3,327,4.921
19258,1.875,0,38,24.4,52.2,351,5.816
16955,1.722,0,35,25,55,28,5.592
19261,1.373,0,31,24.6,55.9,294,4.698
7800,0.8650001,0,32,24.8,57.2,325,4.698
4084,0.281,0,31,24.1,57.6,22,4.921
3551,0,0,62,23.2,37.4,240,2.013
15144,0.05,0,64,23.2,36.1,172,3.803
28215,0.517,0,61,22.5,37.2,155,6.487
37127,1.086,0,55,21.6,40.5,228,6.487
41000,1.534,0,47,21.2,44.1,295,6.935
42467,1.803,0,42,22.3,46.9,319,8.053
39865,1.863,0,39,22.3,48.4,343,7.158
31417,1.713,0,37,22.1,49.5,36,7.382
23481,1.365,0,33,20.8,50,317,6.935
9495,0.859,0,31,17.8,50.2,24,5.369
3534,0.274,0,29,16.2,49.8,296,6.04
3573,0,0,64,14.7,33.4,75,12.303
14088,0.047,0,66,16.2,32.9,168,12.974
27159,0.508,0,58,15.4,33.4,164,11.856
34120,1.081,0,58,17.2,36,28,9.395
36839,1.527,0,49,18.7,40.8,45,6.263
33696,1.792,0,45,20.1,43.7,7,6.263
35028,1.852,0,42,21,44.6,315,6.935
28239,1.701,0,40,21.9,48,334,7.158
13604,1.351,0,35,22.1,50.7,310,7.382
5837,0.845,0,34,21.7,49.5,346,4.921
2436,0.263,0,36,21.6,49.3,20,6.935
3612,0,0,48,22.5,43,243,1.79
7568,0.043,0,45,22.3,43.7,281,3.579
11319,0.49,0,48,23.4,43.9,287,3.803
15480,1.053,0,48,24.8,47.1,241,5.369
23772,1.495,0,43,24.8,48.9,347,7.606
23952,1.762,0,39,24.6,51.8,32,5.145
38718,1.826,0,36,24.4,54.9,25,6.487
31173,1.678,0,37,27.1,54.7,334,5.816
21338,1.328,0,36,28,55.4,325,6.04
8820,0.826,0,37,28,55.6,303,8.948
4235,0.252,0,41,27.7,54.7,280,6.263
3470,0,0,67,25.9,39,59,16.777
13987,0.04,0,78,26.2,38.7,119,12.079
26426,0.473,0,71,26.4,39.6,148,12.751
34702,1.033,0,68,27.9,41,79,11.632
38602,1.472,0,63,29.7,44.2,339,5.369
36801,1.734,0,58,30.7,48.4,354,6.263
31374,1.795,0,51,31.1,50.5,353,6.711
24568,1.648,0,47,32,52.5,333,5.369
8797,1.305,0,45,32.5,53.8,316,5.369
4164,0.808,0,48,32.2,52.7,296,3.579
3776,0,0,71,27.3,41.2,166,11.185
13270,0.037,0,56,25.9,42.8,71,14.54
26638,0.46,0,68,27,42.4,108,9.843
31205,1.017,0,66,28,44.4,103,11.856
37022,1.456,0,54,28.8,49.6,14,5.369
40134,1.72,0,50,31.5,53.4,327,5.369
28069,1.778,0,44,32.4,56.7,349,5.816
31370,1.631,0,39,30.6,57.4,4,6.935
18806,1.295,0,35,29.5,60.3,40,4.698
6837,0.8010001,0,30,25.7,60.6,315,8.053
4113,0.237,0,32,25.5,59.2,272,3.132
3666,0,0,48,26.1,46.9,192,4.25
